match_id,round,atleta,minuto,tipo_de_gol,team_id
4607,1,Rafael Sóbis,31,,BRA022
4607,1,Nirley da Silva Fonseca,59,Gol Contra,BRA022
4607,1,Fred,45,Penalty,BRA022
4608,1,Charles Aránguiz,6,,BRA028
4612,1,Nílton Ferreira Júnior,63,,BRA018
4612,1,Anderson Talisca,80,Penalty,BRA007
4612,1,Marcelo Moreno,90,,BRA018
4611,1,Douglas Pereira dos Santos,22,,BRA042
4611,1,Luís Fabiano,56,,BRA042
4611,1,Antônio Carlos dos Santos Aguiar,13,,BRA042
4610,1,Dráusio Luis Salla Gil,16,,BRA003
4615,1,Gabriel Barbosa,80,,BRA040
4615,1,Neto Baiano,73,,BRA043
4616,1,Alan Kardec,88,,BRA033
4616,1,Paulo Baier,12,,BRA017
4616,1,Leandro,83,,BRA033
4618,2,Rafael Sóbis,45,,BRA022
4620,2,Mosquito,78,,BRA003
4620,2,Marcelo Cirino da Silva,83,,BRA003
4620,2,Telmário de Araújo Sacramento,11,,BRA045
4620,2,José Welison,36,,BRA045
4622,2,Júlio Baptista,50,,BRA018
4622,2,Antônio Carlos dos Santos Aguiar,90+2,,BRA042
4619,2,Rafael Moura,9,,BRA028
4619,2,Rafael Moura,35,,BRA028
4619,2,Emerson Sheik,64,,BRA009
4619,2,Pablo Zeballos,75,,BRA009
4621,2,Guilherme dos Santos Torres,9,,BRA015
4621,2,Carlos Gilberto do Nascimento Silva,80,,BRA015
4626,2,Rithely,12,,BRA043
4626,2,Ananias Elói Castro Monteiro,38,,BRA043
4626,2,Ricardo Conceição,37,,BRA014
4623,2,Lincoln Cássio de Souza Soares,8,,BRA007
4623,2,Fahel,74,,BRA007
4624,2,Alan Ruiz,11,,BRA025
4624,2,Lucas Coelho,22,,BRA025
4624,2,Luiz Fernando Pereira da Silva,84,,BRA005
4625,2,Willian José de Souza,82,,BRA024
4628,3,Elierce Barbosa de Souza,75,Penalty,BRA018
4628,3,Marcelo Cirino da Silva,40,,BRA003
4628,3,Nílton Ferreira Júnior,36,,BRA018
4628,3,Marcelo Moreno,83,,BRA018
4628,3,Éderson Alves Ribeiro Silva,24,,BRA003
4629,3,Ademilson,72,,BRA042
4629,3,Róbson Michael Signorini,30,,BRA016
4629,3,Luis Francisco Grando,61,,BRA016
4629,3,Alexandre Pato,22,,BRA042
4630,3,Marcos Antônio da Silva Gonçalves,54,,BRA045
4630,3,Marcos Antônio da Silva Gonçalves,83,,BRA045
4630,3,Wagner Ferreira dos Santos,88,,BRA022
4631,3,Silvinho,14,,BRA017
4634,3,Márcio Rodrigues Araújo,50,,BRA021
4634,3,Henrique Dourado,31,,BRA033
4634,3,Alecsandro,60,,BRA021
4634,3,Alecsandro,73,,BRA021
4634,3,Paulinho,14,,BRA021
4634,3,Wesley Lopes Beltrame,11,,BRA033
4633,3,Maxi Biancucchi,59,,BRA007
4632,3,Charles Aránguiz,45+1,,BRA028
4632,3,Patric Cabral Lalau,78,,BRA043
4632,3,Andrés D'Alessandro,13,,BRA028
4635,3,Paolo Guerrero,78,,BRA015
4636,3,David França Oliveira e Silva,69,,BRA024
4638,4,Lucimar da Silva Ferreira,16,,BRA033
4638,4,Henrique Dourado,32,,BRA033
4637,4,Alan Patrick,67,,BRA028
4637,4,Marcos Guilherme,52,,BRA003
4637,4,Andrés D'Alessandro,54,,BRA028
4639,4,Emerson Sheik,23,,BRA009
4639,4,Daniel Corrêa Freitas,73,,BRA009
4639,4,Emerson Sheik,52,,BRA009
4639,4,Wallyson,81,,BRA009
4639,4,Daniel Corrêa Freitas,55,,BRA009
4639,4,Daniel Corrêa Freitas,57,,BRA009
4642,4,Marcelo Moreno,37,,BRA018
4642,4,André Felipe Ribeiro de Souza,71,Penalty,BRA005
4642,4,Marion Silva Fernandes,55,,BRA005
4640,4,Hernán Barcos,65,,BRA025
4640,4,Tiago Luís Martins,90+2,,BRA014
4640,4,Hernán Barcos,30,,BRA025
4641,4,Fred,11,,BRA022
4641,4,Francisco Souza dos Santos,87,,BRA022
4643,4,Luís Fabiano,81,,BRA042
4643,4,Fagner,49,,BRA015
4644,4,Arouca,62,,BRA040
4644,4,Gabriel Barbosa,44,,BRA040
4645,4,Rithely,86,,BRA043
4646,4,Pará,90+1,,BRA007
4646,4,Souza,39,,BRA045
4647,5,Ramón Rodrigo de Freitas,54,,BRA024
4647,5,Danilo Lopes Cezario,70,,BRA024
4648,5,Borges,69,,BRA018
4648,5,Alexsandro de Souza,23,,BRA016
4648,5,Ricardo Goulart,11,,BRA018
4648,5,Norberto Pereira Marinho Neto,55,,BRA016
4648,5,Ricardo Goulart,45+1,,BRA018
4651,5,Paulo Henrique Ganso,23,,BRA042
4651,5,Paulo Henrique Ganso,90+1,,BRA042
4649,5,Rodrigo Eduardo Costa Marinho,37,,BRA025
4650,5,Giovanni Augusto,48,,BRA020
4652,5,Tiago Luís Martins,88,,BRA014
4652,5,Cleberson Martins de Souza,71,,BRA003
4653,5,Marquinhos,49,,BRA033
4655,5,André Felipe Ribeiro de Souza,81,,BRA005
4655,5,Cícero Santos,38,,BRA040
4655,5,André Felipe Ribeiro de Souza,75,,BRA005
4658,6,Anderson Talisca,90+2,,BRA007
4658,6,Paulinho,11,,BRA021
4657,6,Alexsandro de Souza,75,Penalty,BRA016
4657,6,Wellington Paulista,21,,BRA028
4659,6,Ricardo Goulart,51,,BRA018
4659,6,Marcelo Moreno,77,,BRA018
4660,6,Silvinho,23,,BRA017
4662,6,Rogério Ceni,26,Penalty,BRA042
4662,6,Rafael Sóbis,76,,BRA022
4662,6,Walter Henrique da Silva,42,,BRA022
4662,6,Alexandre Pato,45,,BRA042
4662,6,Walter Henrique da Silva,66,,BRA022
4662,6,Lucas Cavalcante Silva Afonso,53,Gol Contra,BRA022
4662,6,Wagner Ferreira dos Santos,73,,BRA022
4663,6,Pablo Zeballos,6,,BRA009
4663,6,Rodrigo Eduardo Costa Marinho,44,,BRA025
4663,6,Maximiliano Rodríguez Maeso,81,,BRA025
4661,6,Douglas Coutinho,85,,BRA003
4661,6,Jadson,59,Penalty,BRA015
4665,6,Geuvânio,9,,BRA040
4665,6,Cícero Santos,39,Penalty,BRA040
4665,6,Alex Alves Cardoso,26,,BRA024
4665,6,Erik Nascimento de Lima,69,,BRA024
4664,6,Henrique Dourado,37,,BRA033
4666,6,Rafael Berger,17,Gol Contra,BRA005
4666,6,Réver,62,,BRA005
4666,6,Telmário de Araújo Sacramento,65,,BRA045
4666,6,Willie Hortêncio Barbosa,90,,BRA045
4666,6,Jesús Dátolo,12,,BRA005
4667,7,Kenedy,4,,BRA022
4668,7,Lucas Cavalcante Silva Afonso,61,,BRA042
4671,7,Augusto,28,,BRA043
4671,7,Romarinho,20,,BRA015
4671,7,Jadson,55,Penalty,BRA015
4671,7,Romarinho,68,,BRA015
4671,7,Jadson,38,,BRA015
4672,7,Marcos Guilherme,56,,BRA003
4672,7,Luccas Claro,58,Gol Contra,BRA003
4670,7,Jackson de Souza,5,,BRA024
4673,7,Marcelo Moreno,88,,BRA018
4673,7,Wellington Aparecido Martins,39,,BRA028
4673,7,Ricardo Goulart,43,,BRA018
4673,7,Willian Gomes de Siqueira,70,,BRA018
4674,7,Emerson Sheik,43,,BRA009
4674,7,Telmário de Araújo Sacramento,69,,BRA045
4675,7,Derivaldo Beserra Cavalcante,47,,BRA014
4675,7,Tiago Luís Martins,42,,BRA014
4677,8,Fábio Ferreira,58,,BRA017
4678,8,Mario Bolatti,61,,BRA009
4678,8,Pablo Zeballos,90+4,,BRA009
4680,8,Wellington Paulista,25,,BRA028
4680,8,Wellington Paulista,79,,BRA028
4682,8,Paolo Guerrero,68,,BRA015
4684,8,Jesús Dátolo,53,,BRA005
4684,8,Diego Tardelli,65,,BRA005
4683,8,Cléverson Gabriel Córdova,90,,BRA003
4683,8,Luís Fabiano,90+2,,BRA042
4683,8,Rogério Ceni,76,Penalty,BRA042
4683,8,Renato Baruffi,30,,BRA003
4685,8,Alecsandro,20,,BRA021
4685,8,Everaldo Stum,22,,BRA020
4686,8,Alan Santos da Silva,62,,BRA040
4686,8,Lucas Rafael Araújo Lima,89,,BRA040
4687,9,Alexsandro de Souza,5,,BRA016
4687,9,Keirrison,15,,BRA016
4687,9,Dener Assunção Braz,44,,BRA016
4688,9,Dorlan Pabón,90,,BRA042
4688,9,Josué Anunciado de Oliveira,79,,BRA005
4688,9,Luís Fabiano,11,,BRA042
4689,9,Neto Baiano,48,,BRA043
4691,9,José Carlos Tofolo Júnior,71,,BRA014
4691,9,Demerson Bruno Costa,86,,BRA007
4691,9,Abuda,54,,BRA014
4692,9,Borges,45+1,,BRA018
4692,9,Ricardo Goulart,16,,BRA018
4692,9,Éverton Ribeiro,18,,BRA018
4694,9,Diego Cardoso,18,,BRA040
4694,9,Gabriel Barbosa,11,,BRA040
4693,9,Jean Raphael Vanderlei Moreira,31,,BRA022
4693,9,Jorge Henrique,22,,BRA028
4695,9,Douglas Coutinho,90+3,,BRA003
4695,9,Everaldo Stum,74,,BRA020
4695,9,Douglas Coutinho,45+2,,BRA003
4695,9,Douglas Coutinho,53,,BRA003
4697,28,Jadson,25,,BRA015
4697,28,Edílson Mendes Guimarães,87,,BRA009
4656,5,Mike dos Santos Nenatarvicius,73,,BRA043
4709,10,Neto Baiano,44,,BRA043
4708,10,Everaldo Stum,69,,BRA020
4708,10,Thiago Heleno,5,,BRA020
4712,10,Douglas Coutinho,20,,BRA003
4712,10,Cleberson Martins de Souza,61,,BRA003
4712,10,Samir,35,,BRA021
4711,10,Alan Kardec,20,,BRA042
4711,10,Rogério Ceni,13,Penalty,BRA042
4710,10,Darío Conca,84,,BRA022
4710,10,Matheus Carvalho,85,,BRA022
4710,10,Paulo Baier,40,Penalty,BRA017
4710,10,Paulo Baier,59,,BRA017
4710,10,Sérgio Antônio Borges Júnior,67,,BRA017
4714,10,Bruno Uvini,24,,BRA040
4714,10,Alison Lopes Ferreira,69,,BRA040
4713,10,Cláudio Winck,90+1,,BRA028
4713,10,Paolo Guerrero,7,,BRA015
4713,10,Fagner,10,,BRA015
4715,10,Rafael Berger,62,Gol Contra,BRA018
4715,10,Éverton Ribeiro,76,,BRA018
4715,10,Ayrton Ganino,90+2,,BRA045
4715,10,Ricardo Goulart,72,,BRA018
4717,11,Ricardo Conceição,57,,BRA014
4718,11,Giuliano Victor de Paula,4,,BRA025
4719,11,Luan Madson Gedeão de Paiva,66,,BRA005
4719,11,Cristian Chagas Tarouco,25,,BRA007
4720,11,Mario Bolatti,12,,BRA009
4722,11,Fernando Tobio,54,,BRA033
4722,11,Ricardo Goulart,8,,BRA018
4722,11,Manoel Messias Silva Carvalho,10,,BRA018
4721,11,Andrés D'Alessandro,45+3,Penalty,BRA028
4721,11,Rafael Moura,16,,BRA028
4721,11,Fabrício dos Santos Silva,58,,BRA028
4721,11,Alex Raphael Meschini,78,,BRA028
4724,11,Douglas Coutinho,59,,BRA003
4724,11,Marcelo Cirino da Silva,53,,BRA003
4725,11,Darío Conca,62,,BRA022
4728,12,Dagoberto Pelentier,79,,BRA018
4728,12,Lucas Silva Borges,41,Penalty,BRA018
4728,12,Marcos Antônio da Silva Gonçalves,47,,BRA018
4728,12,Dedé,50,,BRA018
4728,12,Ricardo Goulart,72,,BRA018
4727,12,Diego Cardoso,80,,BRA040
4727,12,Rildo de Andrade Felicissimo,13,,BRA040
4727,12,Gabriel Barbosa,52,,BRA040
4729,12,Ayrton Ganino,84,,BRA045
4729,12,Sérgio Antônio Borges Júnior,90,,BRA017
4729,12,Caio Canedo Corrêa,19,,BRA045
4729,12,Caio Canedo Corrêa,67,,BRA045
4730,12,Wellington do Nascimento Silva,66,,BRA028
4734,12,Felipe Azevedo,51,,BRA043
4734,12,Durval,69,,BRA043
4734,12,Diego Tardelli,85,Penalty,BRA005
4731,12,Kaká,76,,BRA042
4731,12,Willian José de Souza,44,,BRA024
4731,12,Bruno Mineiro,49,,BRA024
4733,12,Petros,90+1,,BRA015
4733,12,Paolo Guerrero,51,,BRA015
4732,12,Jean Raphael Vanderlei Moreira,18,,BRA022
4732,12,Darío Conca,35,Penalty,BRA022
4732,12,Cícero Santos,65,,BRA022
4736,12,Hernán Barcos,57,,BRA025
4736,12,Alexsandro de Souza,90+4,,BRA016
4736,12,Hernán Barcos,65,,BRA025
4736,12,Zé Love,49,,BRA016
4736,12,Zé Love,73,,BRA016
4735,12,Alecsandro,33,,BRA021
4737,13,Edílson Mendes Guimarães,25,,BRA009
4737,13,Leonardo Renan Simões de Lacerda,60,,BRA018
4738,13,Rodrigo Souza,80,,BRA017
4738,13,Alan Kardec,74,,BRA042
4739,13,Caio Canedo Corrêa,59,,BRA045
4739,13,Caio Canedo Corrêa,77,,BRA045
4739,13,Hernán Barcos,11,,BRA025
4740,13,Henrique Dourado,61,,BRA033
4740,13,Kieza,63,,BRA007
4741,13,Rafael Lima,7,,BRA014
4743,13,Clayton da Silveira da Silva,76,,BRA020
4743,13,Marco Antônio Miranda Filho,84,,BRA020
4743,13,Léo Lisboa,42,,BRA020
4745,13,David França Oliveira e Silva,20,Gol Contra,BRA022
4745,13,Cícero Santos,10,,BRA022
4744,13,Rafael Moura,57,,BRA028
4746,13,Leonardo Silva,34,,BRA005
4746,13,Marcos Guilherme,56,,BRA003
4746,13,Léo Pereira,76,Gol Contra,BRA005
4746,13,Deivid Willian da Silva,87,Gol Contra,BRA005
4716,10,Jailton,42,,BRA014
4716,10,Leonardo Silva,90+3,,BRA005
4748,14,Fahel,31,,BRA007
4749,14,Germano Borovicz Cardoso Schweger,82,,BRA016
4749,14,Elivélton,25,,BRA022
4750,14,Eduardo da Silva,85,,BRA021
4752,14,Douglas Coutinho,90+3,,BRA003
4752,14,Cléverson Gabriel Córdova,45+1,,BRA003
4751,14,Carlos Gilberto do Nascimento Silva,84,,BRA015
4753,14,Charles Aránguiz,62,,BRA028
4753,14,Cláudio Winck,85,,BRA028
4754,14,Jesús Dátolo,87,,BRA005
4754,14,Henrique Dourado,54,,BRA033
4754,14,Diego Tardelli,44,,BRA005
4755,14,Marcos Roberto da Silva Barbosa,87,,BRA020
4756,14,Alexandre Pato,39,,BRA042
4756,14,Alan Kardec,32,,BRA042
4756,14,Kadu,45+2,,BRA045
4756,14,Alexandre Pato,17,,BRA042
4757,15,Pedro Henrique Pereira da Silva,77,Gol Contra,BRA028
4758,15,Kieza,36,,BRA007
4758,15,Carlos Gilberto do Nascimento Silva,43,,BRA015
4761,15,Lucas Coelho,49,,BRA025
4761,15,Luan Guilherme de Jesus Vieira,11,Penalty,BRA025
4759,15,Éverton Cardoso da Silva,17,,BRA021
4762,15,Marcelo Moreno,25,,BRA018
4762,15,Ricardo Goulart,48,,BRA018
4762,15,Júlio Baptista,88,,BRA018
4760,15,Henrique Dourado,60,Penalty,BRA033
4760,15,Alexandre Pato,53,,BRA042
4760,15,Alan Kardec,89,,BRA042
4764,15,Daniel Corrêa Freitas,65,,BRA009
4764,15,Pablo Zeballos,68,,BRA009
4766,15,Clayton da Silveira da Silva,90+1,,BRA020
4766,15,Leonardo Silva,25,Gol Contra,BRA020
4766,15,Jesús Dátolo,8,,BRA005
4766,15,Diego Tardelli,74,Penalty,BRA005
4765,15,Régis,40,,BRA043
4765,15,Cleberson Martins de Souza,25,,BRA003
4767,16,Fábio Szymonek,23,Gol Contra,BRA043
4767,16,Patric Cabral Lalau,33,,BRA043
4767,16,Henrique Dourado,14,,BRA033
4768,16,Clayton da Silveira da Silva,2,,BRA020
4769,16,Leandro Damião,45,,BRA040
4769,16,Thiago Ribeiro,67,,BRA040
4770,16,Keirrison,63,Penalty,BRA016
4770,16,Luiz Eduardo Figueiredo,18,,BRA016
4772,16,Camilo,60,,BRA014
4773,16,Léo Moura,65,Penalty,BRA021
4773,16,Eduardo da Silva,71,,BRA021
4773,16,Maicosuel,10,,BRA005
4774,16,Paulo Henrique Ganso,36,,BRA042
4775,16,Paolo Guerrero,22,,BRA015
4775,16,Luciano da Rocha Neves,89,,BRA015
4775,16,Elias Mendes Trindade,65,,BRA015
4775,16,Thiago Henrique Mendes Ribeiro,11,,BRA024
4775,16,Luciano da Rocha Neves,78,,BRA015
4775,16,Jackson de Souza,60,,BRA024
4775,16,Luciano da Rocha Neves,85,,BRA015
4776,16,Dagoberto Pelentier,86,,BRA018
4777,17,Diego Tardelli,82,,BRA005
4778,17,Luis Ramírez,31,,BRA009
4779,17,Juninho,14,,BRA033
4780,17,Hernán Barcos,49,,BRA025
4780,17,Paolo Guerrero,62,,BRA015
4780,17,Hernán Barcos,46,,BRA025
4781,17,Lucas Mugni,78,Penalty,BRA021
4781,17,Eduardo da Silva,82,,BRA021
4782,17,Everaldo Stum,75,,BRA020
4783,17,Paulo Henrique Ganso,24,,BRA042
4783,17,Alexandre Pato,88,,BRA042
4783,17,Gabriel Barbosa,86,Penalty,BRA040
4784,17,Fred,80,,BRA022
4784,17,Darío Conca,50,,BRA022
4784,17,Cícero Santos,35,,BRA022
4784,17,Fred,43,,BRA022
4785,17,Marcelo Moreno,25,,BRA018
4788,18,Leonardo Renan Simões de Lacerda,50,,BRA018
4788,18,Zezinho,11,,BRA014
4788,18,Marcelo Moreno,52,,BRA018
4788,18,Bruno Rangel,70,,BRA014
4788,18,Marcelo Moreno,71,,BRA018
4788,18,Alisson Euler de Freitas Castro,58,,BRA018
4787,18,Jorge Henrique,20,,BRA028
4791,18,Danilo Barcelos,52,,BRA043
4791,18,Neto Baiano,50,,BRA043
4793,18,Daniel Corrêa Freitas,63,,BRA009
4789,18,Romarinho,74,,BRA015
4789,18,Fred,43,Penalty,BRA022
4792,18,Rogério Ceni,76,Penalty,BRA042
4792,18,Giovanni Augusto,48,,BRA020
4794,18,Hernán Barcos,59,,BRA025
4795,18,Erik Nascimento de Lima,39,,BRA024
4795,18,Erik Nascimento de Lima,43,,BRA024
4795,18,Erik Nascimento de Lima,84,,BRA024
4795,18,Cléverson Gabriel Córdova,63,,BRA003
4796,18,Caio Canedo Corrêa,40,,BRA045
4796,18,Alecsandro,71,Penalty,BRA021
4796,18,Marcelo Augusto Mathias da Silva,33,,BRA021
4798,19,Luan Guilherme de Jesus Vieira,90+1,,BRA025
4797,19,Leandro Damião,74,,BRA040
4797,19,Telmário de Araújo Sacramento,65,,BRA045
4797,19,David Braz,47,,BRA040
4797,19,David Braz,52,,BRA040
4802,19,Leonardo Silva,70,,BRA005
4800,19,Rithely,7,Gol Contra,BRA042
4800,19,Alexandre Pato,26,,BRA042
4803,19,Júlio Baptista,44,,BRA018
4803,19,Wagner Ferreira dos Santos,17,,BRA022
4803,19,Marcelo Moreno,58,,BRA018
4803,19,Júlio Baptista,14,Penalty,BRA018
4803,19,Cícero Santos,23,,BRA022
4803,19,Kenedy,88,,BRA022
4805,19,Guilherme Augusto Dellatorre,29,,BRA003
4805,19,Henrique Dourado,53,Penalty,BRA033
4806,19,Andrés D'Alessandro,18,Penalty,BRA028
4806,19,Everaldo Stum,51,,BRA020
4806,19,Marco Antônio Miranda Filho,75,,BRA020
4806,19,Giovanni Augusto,76,,BRA020
4806,19,Paulo Marcos de Jesus Ribeiro,35,,BRA028
4807,20,Hernán Barcos,90+2,,BRA025
4808,20,Jonatan Cristaldo,82,,BRA033
4809,20,Everaldo Stum,39,,BRA020
4809,20,Cícero Santos,85,,BRA022
4810,20,Patric Cabral Lalau,53,,BRA043
4810,20,Patric Cabral Lalau,90+1,,BRA043
4810,20,Thiago Ribeiro,25,,BRA040
4810,20,Patric Cabral Lalau,41,,BRA043
4811,20,Alejandro Martinuccio,14,,BRA016
4811,20,Joel Tagueu,76,,BRA016
4811,20,Róbson Michael Signorini,1,,BRA016
4812,20,Samuel,70,,BRA024
4813,20,André Bahia,23,,BRA009
4813,20,Alexandre Pato,81,,BRA042
4813,20,Alan Kardec,8,,BRA042
4813,20,Josef de Souza Dias,37,,BRA042
4813,20,Pablo Zeballos,20,,BRA009
4813,20,Josef de Souza Dias,42,,BRA042
4814,20,Richarlyson,8,,BRA045
4814,20,Márcio José Oliveira,56,,BRA045
4815,20,Petros,14,,BRA015
4816,20,Ricardo Goulart,71,,BRA018
4816,20,Éverton Ribeiro,54,Penalty,BRA018
4816,20,Rafael Miranda,30,,BRA007
4817,21,Fred,35,Penalty,BRA022
4817,21,Fred,7,,BRA022
4817,21,Darío Conca,63,,BRA022
4818,21,Douglas Grolli,42,,BRA014
4818,21,Douglas Grolli,87,,BRA014
4818,21,Tiago Luís Martins,46,,BRA014
4818,21,Felipe Azevedo,83,Penalty,BRA043
4819,21,Robinho,39,,BRA040
4819,21,Luiz Eduardo Figueiredo,88,,BRA016
4819,21,Lucas Rafael Araújo Lima,13,,BRA040
4820,21,Maxi Biancucchi,84,,BRA007
4820,21,Kieza,18,,BRA007
4820,21,Kieza,25,,BRA007
4822,21,Wallace Reis da Silva,65,,BRA021
4821,21,Alex Raphael Meschini,41,,BRA028
4821,21,Eduardo Sasha,59,,BRA028
4823,21,Rogério Ceni,36,Penalty,BRA042
4823,21,Alan Kardec,71,,BRA042
4824,21,Marcelo Cirino da Silva,30,,BRA003
4824,21,Hernani Azevedo Junior,70,,BRA003
4826,21,Luís Felipe Dias do Nascimento,63,,BRA017
4827,22,Telmário de Araújo Sacramento,67,,BRA045
4827,22,William Henrique,71,,BRA045
4827,22,Vinícius Santos Silva,76,,BRA045
4827,22,Cícero Santos,19,,BRA022
4828,22,Alisson Euler de Freitas Castro,27,,BRA018
4828,22,Marcelo Moreno,55,,BRA018
4830,22,Thiago Heleno,63,,BRA020
4830,22,Silvinho,45+1,,BRA017
4831,22,Dankler,31,Gol Contra,BRA007
4831,22,Emerson Sheik,29,,BRA009
4831,22,Emerson Sheik,43,Penalty,BRA009
4831,22,Maxi Biancucchi,73,,BRA007
4831,22,Wellington Clayton Gonçalves dos Santos,90,,BRA007
4833,22,Joel Tagueu,63,,BRA016
4833,22,Joel Tagueu,86,,BRA016
4833,22,Michel Bastos,45+1,,BRA042
4833,22,Hélder,60,,BRA016
4832,22,Victor Luis,69,,BRA033
4832,22,Héctor Canteros,13,,BRA021
4832,22,Alecsandro,32,,BRA021
4832,22,Diogo Luís Santo,48,,BRA033
4834,22,Wéverton Almeida Santos,50,Gol Contra,BRA014
4834,22,Malcom Filipe Silva de Oliveira,10,,BRA015
4835,22,Erik Nascimento de Lima,79,,BRA024
4835,22,Carlos Júnior,45,,BRA005
4835,22,Jackson de Souza,90+3,,BRA024
4835,22,Guilherme Milhomem Gusmão,18,,BRA005
4835,22,Guilherme Milhomem Gusmão,42,,BRA005
4837,23,Rafael Moura,81,,BRA028
4838,23,Paulo Baier,68,Penalty,BRA017
4838,23,Pablo Zeballos,37,Penalty,BRA009
4839,23,Carlos Júnior,39,,BRA005
4839,23,Carlos Júnior,90+1,,BRA005
4839,23,Diego Tardelli,41,,BRA005
4839,23,Ricardo Goulart,45+2,,BRA018
4839,23,Alisson Euler de Freitas Castro,52,,BRA018
4843,23,Kadu,9,,BRA045
4843,23,Luiz Gustavo,53,,BRA045
4843,23,Kieza,6,,BRA007
4840,23,Fred,45,,BRA022
4840,23,Eduardo da Silva,27,,BRA021
4842,23,Fábio Santos,36,Penalty,BRA015
4842,23,Édson José da Silva,45,,BRA042
4842,23,Fábio Santos,66,Penalty,BRA015
4842,23,Paolo Guerrero,74,,BRA015
4842,23,Josef de Souza Dias,6,,BRA042
4841,23,Felipe Azevedo,75,,BRA043
4845,23,Esquerdinha,12,,BRA024
4845,23,Welinton Júnior,90,,BRA024
4845,23,Erik Nascimento de Lima,27,,BRA024
4845,23,David França Oliveira e Silva,37,,BRA024
4845,23,Ramón Rodrigo de Freitas,7,,BRA024
4845,23,Thiago Henrique Mendes Ribeiro,49,,BRA024
4846,23,Eduardo Pereira Rodrigues,8,,BRA025
4844,23,Leandro Damião,41,,BRA040
4844,23,Robinho,57,,BRA040
4844,23,Giovanni Augusto,45+3,Penalty,BRA020
4844,23,Lucas Rafael Araújo Lima,89,,BRA040
4847,24,Andrés D'Alessandro,52,,BRA028
4847,24,Charles Aránguiz,39,,BRA028
4847,24,Eduardo Sasha,48,,BRA028
4848,24,Alejandro Martinuccio,62,,BRA016
4848,24,Éverton Ribeiro,39,,BRA018
4848,24,Marcelo Moreno,8,Penalty,BRA018
4850,24,Bruno César Pereira da Silva,10,,BRA014
4850,24,Camilo,67,,BRA014
4850,24,Leandro,89,,BRA014
4849,24,Railan dos Santos Reis,72,,BRA007
4852,24,Marcos Assis de Santana,84,,BRA020
4851,24,Rogério Ceni,18,Penalty,BRA042
4851,24,Éverton Cardoso da Silva,35,,BRA021
4851,24,Alecsandro,87,,BRA021
4851,24,Luís Fabiano,90,,BRA042
4855,24,Fabian Guedes,62,,BRA009
4854,24,Henrique Dourado,63,,BRA033
4854,24,Lucimar da Silva Ferreira,26,,BRA033
4856,24,Thiago Ribeiro,60,,BRA040
4856,24,Geuvânio,84,,BRA040
4856,24,Neuciano Gusmão,24,Gol Contra,BRA005
4856,24,Diego Tardelli,12,,BRA005
4856,24,Diego Tardelli,54,,BRA005
4857,25,Leandro,24,,BRA014
4857,25,Souza,54,,BRA017
4859,25,Alexandre Pato,57,,BRA042
4859,25,Fred,53,,BRA022
4859,25,Wagner Ferreira dos Santos,73,,BRA022
4859,25,Darío Conca,90,,BRA022
4862,25,Hernán Barcos,50,,BRA025
4862,25,Hernán Barcos,77,,BRA025
4860,25,Emanuel Biancucchi,18,,BRA007
4860,25,Emanuel Biancucchi,49,Penalty,BRA007
4860,25,Eduardo da Silva,62,,BRA021
4861,25,Cléverson Gabriel Córdova,42,Penalty,BRA003
4863,25,Diego Tardelli,86,,BRA005
4863,25,Guilherme Milhomem Gusmão,90+3,,BRA005
4866,25,David Braz,14,,BRA040
4866,25,Geuvânio,63,,BRA040
4864,25,Marcos Assis de Santana,81,,BRA020
4864,25,Jonatan Cristaldo,35,,BRA033
4864,25,Clayton da Silveira da Silva,76,,BRA020
4864,25,Clayton da Silveira da Silva,78,,BRA020
4865,25,Eduardo Sasha,44,,BRA028
4865,25,Eduardo Sasha,73,,BRA028
4865,25,Andrés D'Alessandro,11,,BRA028
4865,25,Leandro Almeida,15,,BRA016
4865,25,Alex Raphael Meschini,32,,BRA028
4865,25,Zé Love,64,,BRA016
4867,26,Henrique Dourado,70,Penalty,BRA033
4867,26,Leandro,41,,BRA014
4867,26,Leandro,90+2,,BRA014
4867,26,Wesley Lopes Beltrame,52,,BRA033
4867,26,Henrique Dourado,66,Penalty,BRA033
4867,26,Henrique Dourado,58,,BRA033
4868,26,Robinho,25,,BRA040
4871,26,Márcio José Oliveira,52,Penalty,BRA045
4871,26,Márcio José Oliveira,74,,BRA045
4871,26,José Rogério de Oliveira Melo,68,,BRA009
4869,26,Marcos Aurélio de Oliveira Lima,83,,BRA007
4869,26,Fred,22,,BRA022
4872,26,Rogério Ceni,55,Penalty,BRA042
4870,26,Hélder,46,,BRA016
4875,26,Souza,61,,BRA017
4875,26,Carlos Júnior,13,,BRA005
4875,26,Rafael Pereira dos Santos,6,,BRA017
4875,26,Souza,19,,BRA017
4873,26,Anderson Martins,25,,BRA015
4873,26,Paolo Guerrero,73,,BRA015
4873,26,Luciano da Rocha Neves,90+3,,BRA015
4874,26,Marcos Antônio da Silva Gonçalves,34,,BRA018
4874,26,Alex Raphael Meschini,56,,BRA028
4874,26,Marcelo Moreno,20,,BRA018
4876,26,Ramón Rodrigo de Freitas,35,,BRA024
4879,27,Maicon,6,,BRA042
4877,27,Henrique Dourado,50,,BRA033
4878,27,Luccas Claro,45+2,,BRA016
4880,27,Erik Nascimento de Lima,73,,BRA024
4880,27,Bruno Mineiro,75,,BRA024
4880,27,Edno,3,,BRA045
4880,27,Edno,42,,BRA045
