match_id,round,cartao,atleta,num_camisa,posicao,minuto,team_id
4607,1,Amarelo,Paulo Roberto da Silva,28.0,,66,BRA020
4607,1,Amarelo,Thiago Heleno,4.0,Zagueiro,44,BRA020
4608,1,Amarelo,Andrés D'Alessandro,10.0,Meio-campo,72,BRA028
4608,1,Amarelo,Marcelo Machado dos Santos,29.0,,86,BRA045
4608,1,Amarelo,Mansur,,Zagueiro,10,BRA045
4608,1,Amarelo,Juan Silveira dos Santos,4.0,Zagueiro,20,BRA028
4608,1,Amarelo,Vinícius Santos Silva,,,82,BRA045
4609,1,Amarelo,Carlos Emiliano Pereira,30.0,Zagueiro,76,BRA016
4612,1,Amarelo,Cristian Chagas Tarouco,3.0,Zagueiro,78,BRA007
4612,1,Amarelo,Rhayner,,Atacante,41,BRA007
4612,1,Amarelo,Willian Farias,15.0,,90+1,BRA018
4612,1,Amarelo,Willian Gomes de Siqueira,9.0,Atacante,45+1,BRA018
4612,1,Amarelo,Pará,40.0,Zagueiro,60,BRA007
4612,1,Amarelo,Fahel,7.0,Meio-campo,39,BRA007
4612,1,Amarelo,Paulo César Tinga,7.0,Meio-campo,48,BRA018
4612,1,Amarelo,Nílton Ferreira Júnior,19.0,Meio-campo,22,BRA018
4611,1,Amarelo,Marcelo Mattos,5.0,Meio-campo,67,BRA009
4611,1,Amarelo,Álvaro Pereira,6.0,Zagueiro,31,BRA042
4611,1,Amarelo,Juan Carlos Ferreyra,9.0,Atacante,30,BRA009
4610,1,Amarelo,Paulinho Dias,17.0,Meio-campo,38,BRA003
4610,1,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,62,BRA025
4610,1,Amarelo,Edinho,15.0,Meio-campo,72,BRA025
4614,1,Amarelo,Wallace Reis da Silva,14.0,Zagueiro,47,BRA021
4614,1,Amarelo,Léo Moura,2.0,Zagueiro,31,BRA021
4614,1,Amarelo,Thiago Henrique Mendes Ribeiro,23.0,Meio-campo,72,BRA024
4614,1,Amarelo,Lucas Mugni,,Meio-campo,37,BRA021
4614,1,Amarelo,Maurício Azevedo Alves,40.0,Meio-campo,24,BRA021
4614,1,Amarelo,Tiago Real,,,69,BRA024
4615,1,Amarelo,Jubal Rocha Mendes Júnior,36.0,,90+1,BRA040
4615,1,Amarelo,Luiz Antonio Linhares Garcia,13.0,Zagueiro,55,BRA043
4615,1,Amarelo,Neto Baiano,9.0,Atacante,75,BRA043
4615,1,Amarelo,Rodrigo Mancha,5.0,Meio-campo,43,BRA043
4616,1,Amarelo,Josimar,15.0,Meio-campo,90+1,BRA033
4616,1,Amarelo,Marcelo Oliveira Ferreira,26.0,Meio-campo,26,BRA033
4616,1,Amarelo,Silvinho,,Atacante,72,BRA017
4616,1,Amarelo,João Vitor Lima Gomes,,Meio-campo,29,BRA017
4616,1,Amarelo,Fernando Prass,1.0,Goleiro,72,BRA033
4616,1,Amarelo,Jorge Valdivia,10.0,Meio-campo,22,BRA033
4616,1,Amarelo,Sergio Escudero,,Zagueiro,56,BRA017
4616,1,Amarelo,Alan Kardec,14.0,Atacante,90+2,BRA033
4617,2,Amarelo,José Gildeixon Clemente de Paiva,8.0,Meio-campo,56,BRA016
4617,2,Amarelo,Luccas Claro,3.0,Zagueiro,47,BRA016
4617,2,Amarelo,Alan Santos da Silva,,Meio-campo,81,BRA040
4617,2,Amarelo,Neuciano Gusmão,4.0,Zagueiro,17,BRA040
4617,2,Amarelo,Zé Love,7.0,Atacante,52,BRA016
4617,2,Amarelo,Stéfano Yuri,,,89,BRA040
4617,2,Amarelo,Alison Lopes Ferreira,5.0,Meio-campo,79,BRA040
4618,2,Amarelo,Wagner Ferreira dos Santos,10.0,Meio-campo,73,BRA022
4618,2,Amarelo,Jorge Valdivia,10.0,Meio-campo,86,BRA033
4618,2,Amarelo,Darío Conca,11.0,Meio-campo,64,BRA022
4620,2,Amarelo,Dão,,Zagueiro,73,BRA045
4620,2,Amarelo,Dráusio Luis Salla Gil,55.0,Zagueiro,10,BRA003
4622,2,Amarelo,Henrique Pacheco Lima,8.0,Meio-campo,70,BRA018
4622,2,Amarelo,Miguel Samudio,21.0,Zagueiro,90+1,BRA018
4622,2,Amarelo,Álvaro Pereira,6.0,Zagueiro,23,BRA042
4619,2,Amarelo,Edílson Mendes Guimarães,33.0,,82,BRA009
4619,2,Amarelo,Otávio,33.0,,90+3,BRA028
4619,2,Amarelo,Gladestony,,,66,BRA028
4619,2,Vermelho,Lucas Rios Marques,2.0,Zagueiro,90+3,BRA009
4619,2,Amarelo,Airton Ribeiro Santos,,Meio-campo,52,BRA009
4619,2,Amarelo,Charles Aránguiz,20.0,Meio-campo,82,BRA028
4619,2,Amarelo,Willians Domingos Fernandes,8.0,Meio-campo,16,BRA028
4621,2,Vermelho,Léo Moura,2.0,Zagueiro,42,BRA021
4621,2,Amarelo,Ralf de Souza Teles,5.0,Meio-campo,26,BRA015
4621,2,Amarelo,Víctor Cáceres,5.0,Meio-campo,37,BRA021
4621,2,Amarelo,Paolo Guerrero,9.0,Atacante,7,BRA015
4626,2,Amarelo,Danilo Barcelos,14.0,,69,BRA043
4626,2,Amarelo,Rafael Lima,3.0,Zagueiro,53,BRA014
4623,2,Amarelo,Marcos Assunção,,Meio-campo,73,BRA020
4623,2,Amarelo,Paulo Roberto da Silva,28.0,Meio-campo,35,BRA020
4623,2,Amarelo,Demerson Bruno Costa,29.0,Zagueiro,32,BRA007
4623,2,Amarelo,Thiago Heleno,4.0,Zagueiro,70,BRA020
4623,2,Amarelo,Fahel,7.0,Meio-campo,66,BRA007
4624,2,Amarelo,Rodrigo Eduardo Costa Marinho,27.0,Meio-campo,45,BRA025
4624,2,Amarelo,André Felipe Ribeiro de Souza,,,90,BRA005
4624,2,Amarelo,Nicolás Otamendi,20.0,Zagueiro,41,BRA005
4624,2,Vermelho,Bressan,22.0,Zagueiro,87,BRA025
4624,2,Amarelo,Bressan,22.0,Zagueiro,54,BRA025
4624,2,Amarelo,Alan Ruiz,11.0,Meio-campo,34,BRA025
4624,2,Amarelo,Leonardo Silva,3.0,Zagueiro,51,BRA005
4625,2,Amarelo,Bruno Lopes,,Atacante,18,BRA017
4628,3,Vermelho,Dráusio Luis Salla Gil,55.0,Zagueiro,47,BRA003
4628,3,Amarelo,Natanael Batista Pimenta,6.0,Zagueiro,74,BRA003
4628,3,Amarelo,Cleberson Martins de Souza,4.0,Zagueiro,27,BRA003
4628,3,Amarelo,Wallace Fortuna dos Santos,18.0,Zagueiro,77,BRA018
4628,3,Amarelo,Weverton Pereira da Silva,12.0,Goleiro,60,BRA003
4628,3,Amarelo,Elierce Barbosa de Souza,78.0,Meio-campo,90+2,BRA018
4628,3,Amarelo,Luan Michel Louzã,88.0,Atacante,71,BRA018
4627,3,Amarelo,Alan Santos da Silva,,Meio-campo,26,BRA040
4627,3,Amarelo,Edinho,15.0,Meio-campo,29,BRA025
4629,3,Amarelo,Luís Fabiano,9.0,Atacante,76,BRA042
4629,3,Amarelo,Alexandre Pato,,Atacante,23,BRA042
4629,3,Amarelo,Luccas Claro,3.0,Zagueiro,52,BRA016
4629,3,Amarelo,Antônio Carlos dos Santos Aguiar,4.0,Zagueiro,53,BRA042
4629,3,Amarelo,Leandro Almeida,44.0,Zagueiro,58,BRA016
4629,3,Amarelo,Zé Love,7.0,Atacante,36,BRA016
4630,3,Amarelo,Fred,9.0,Atacante,90,BRA022
4630,3,Amarelo,Souza,,Atacante,61,BRA045
4631,3,Amarelo,Rodrigo Silva,,,85,BRA017
4631,3,Amarelo,Rivaldo Barbosa de Souza,7.0,Zagueiro,72,BRA020
4631,3,Amarelo,Tiago Luis Volpi,,Goleiro,31,BRA020
4631,3,Vermelho,Nirley da Silva Fonseca,88.0,Zagueiro,30,BRA020
4631,3,Amarelo,Thiago Heleno,4.0,Zagueiro,82,BRA020
4631,3,Amarelo,Paulo Roberto da Silva,28.0,Meio-campo,47,BRA020
4631,3,Amarelo,Nirley da Silva Fonseca,88.0,Zagueiro,25,BRA020
4634,3,Amarelo,André Santos,27.0,Zagueiro,77,BRA021
4634,3,Amarelo,William Mendieta,,,90+2,BRA033
4634,3,Amarelo,Juninho,6.0,Zagueiro,57,BRA033
4634,3,Amarelo,Negueba,,Meio-campo,51,BRA021
4634,3,Amarelo,Henrique Dourado,27.0,Atacante,90+1,BRA033
4634,3,Amarelo,Josimar,15.0,Meio-campo,41,BRA033
4633,3,Amarelo,Lincoln Cássio de Souza Soares,,Meio-campo,81,BRA007
4633,3,Amarelo,Uelliton da Silva Vieira,8.0,Meio-campo,8,BRA007
4633,3,Amarelo,Matheus Dória Macedo,21.0,Zagueiro,90+4,BRA009
4633,3,Amarelo,Gabriel Girotto Franco,15.0,Meio-campo,45,BRA009
4633,3,Amarelo,Anderson Talisca,8.0,Atacante,12,BRA007
4633,3,Amarelo,Marcelo Lomba,1.0,Goleiro,5,BRA007
4633,3,Amarelo,Edílson Mendes Guimarães,33.0,Zagueiro,56,BRA009
4633,3,Amarelo,Júnior César,,Zagueiro,13,BRA009
4632,3,Amarelo,Charles Aránguiz,20.0,Meio-campo,81,BRA028
4632,3,Amarelo,Ananias Elói Castro Monteiro,27.0,Atacante,48,BRA043
4632,3,Amarelo,Juan Silveira dos Santos,4.0,Zagueiro,57,BRA028
4632,3,Amarelo,Luiz Antonio Linhares Garcia,13.0,Zagueiro,37,BRA043
4635,3,Amarelo,Rafael Lima,3.0,Zagueiro,80,BRA014
4635,3,Amarelo,André Luiz Paulino de Souza Motta,4.0,Zagueiro,19,BRA014
4635,3,Amarelo,Guilherme dos Santos Torres,19.0,Meio-campo,25,BRA015
4635,3,Amarelo,Neuton,13.0,Zagueiro,23,BRA014
4635,3,Amarelo,Fagner,23.0,Zagueiro,43,BRA015
4635,3,Amarelo,Romarinho,31.0,Atacante,15,BRA015
4636,3,Amarelo,Victor,1.0,Goleiro,90+2,BRA005
4636,3,Amarelo,Tiago Real,,Meio-campo,90+3,BRA024
4636,3,Amarelo,Claudinei Junio de Souza,,Meio-campo,67,BRA005
4638,4,Amarelo,Jorge Valdivia,10.0,Meio-campo,87,BRA033
4638,4,Amarelo,Wesley Lopes Beltrame,11.0,Meio-campo,30,BRA033
4638,4,Amarelo,Jackson de Souza,,Zagueiro,73,BRA024
4638,4,Amarelo,Alex Alves Cardoso,15.0,Zagueiro,34,BRA024
4638,4,Amarelo,Henrique Dourado,27.0,Atacante,88,BRA033
4638,4,Amarelo,Fábio Szymonek,47.0,Goleiro,45+2,BRA033
4638,4,Amarelo,Lucimar da Silva Ferreira,3.0,Zagueiro,28,BRA033
4638,4,Amarelo,Edson Pereira Lisboa,36.0,,69,BRA024
4638,4,Amarelo,Willian José de Souza,5.0,Meio-campo,15,BRA024
4637,4,Amarelo,Willians Domingos Fernandes,8.0,Meio-campo,57,BRA028
4637,4,Amarelo,Deivid Willian da Silva,5.0,Meio-campo,63,BRA003
4637,4,Amarelo,Charles Aránguiz,20.0,Meio-campo,71,BRA028
4637,4,Amarelo,Alex Raphael Meschini,12.0,Meio-campo,30,BRA028
4639,4,Amarelo,Matheus Dória Macedo,21.0,Zagueiro,68,BRA009
4639,4,Amarelo,Bruno Lopes,,,69,BRA017
4639,4,Amarelo,Fábio Ferreira,,Zagueiro,36,BRA017
4639,4,Amarelo,Rodrigo Souza,,Meio-campo,85,BRA017
4639,4,Amarelo,Carlos Eduardo Santos Oliveira,,Zagueiro,47,BRA017
4639,4,Amarelo,Sérgio Antônio Borges Júnior,,Meio-campo,27,BRA017
4642,4,Vermelho,Marcelo Moreno,18.0,Atacante,90+5,BRA018
4642,4,Amarelo,Alex da Silva,,Zagueiro,90+3,BRA005
4642,4,Amarelo,Leonardo Silva,3.0,Zagueiro,51,BRA005
4642,4,Amarelo,André Felipe Ribeiro de Souza,,Atacante,21,BRA005
4642,4,Amarelo,Jonathan Marlone,23.0,Meio-campo,40,BRA018
4642,4,Vermelho,Luan Michel Louzã,88.0,Atacante,75,BRA018
4642,4,Amarelo,Leandro Donizete,8.0,Meio-campo,51,BRA005
4642,4,Amarelo,Victor,1.0,Goleiro,50,BRA005
4642,4,Amarelo,Leonardo Renan Simões de Lacerda,3.0,Zagueiro,70,BRA018
4640,4,Amarelo,Rafael Lima,3.0,Zagueiro,79,BRA014
4640,4,Amarelo,Luan Guilherme de Jesus Vieira,7.0,,77,BRA025
4640,4,Amarelo,Edinho,15.0,Meio-campo,58,BRA025
4640,4,Amarelo,André Luiz Paulino de Souza Motta,4.0,Zagueiro,32,BRA014
4640,4,Amarelo,Hernán Barcos,9.0,Atacante,66,BRA025
4640,4,Amarelo,Eduardo Pereira Rodrigues,7.0,Atacante,46,BRA025
4641,4,Amarelo,Francisco Souza dos Santos,13.0,,88,BRA022
4641,4,Amarelo,Lucas Mugni,,Meio-campo,38,BRA021
4641,4,Amarelo,Paulinho,,Atacante,10,BRA021
4641,4,Amarelo,Carlos Andrade Souza,6.0,Zagueiro,18,BRA022
4641,4,Amarelo,André Santos,27.0,Zagueiro,16,BRA021
4641,4,Amarelo,Víctor Cáceres,5.0,Meio-campo,8,BRA021
4643,4,Amarelo,Luis Ricardo,27.0,Zagueiro,83,BRA042
4643,4,Amarelo,Luciano da Rocha Neves,18.0,,70,BRA015
4643,4,Amarelo,Maicon,18.0,Meio-campo,90+2,BRA042
4643,4,Amarelo,Álvaro Pereira,6.0,Zagueiro,29,BRA042
4643,4,Amarelo,Petros,40.0,Meio-campo,29,BRA015
4644,4,Vermelho,Raúl Silva,13.0,Zagueiro,67,BRA020
4644,4,Amarelo,Luan José Niedzielski,21.0,Meio-campo,56,BRA020
4644,4,Amarelo,Neuciano Gusmão,4.0,Zagueiro,89,BRA040
4644,4,Vermelho,Neuciano Gusmão,4.0,Zagueiro,89,BRA040
4644,4,Amarelo,Rogisvaldo João dos Santos,,Meio-campo,52,BRA020
4645,4,Amarelo,Luis Francisco Grando,25.0,Meio-campo,42,BRA016
4645,4,Amarelo,Leonardo Gonçalves Silva,19.0,Atacante,39,BRA043
4645,4,Amarelo,Leandro Almeida,44.0,Zagueiro,86,BRA016
4645,4,Amarelo,Carlos Emiliano Pereira,30.0,Zagueiro,20,BRA016
4646,4,Vermelho,Uelliton da Silva Vieira,8.0,Meio-campo,75,BRA007
4646,4,Amarelo,Roniery,,Zagueiro,55,BRA007
4646,4,Amarelo,Souza,,Atacante,45+2,BRA045
4646,4,Amarelo,José Welison,14.0,Meio-campo,42,BRA045
4646,4,Vermelho,Souza,,Atacante,75,BRA045
4646,4,Amarelo,Pará,40.0,Zagueiro,90+2,BRA007
4646,4,Amarelo,Demerson Bruno Costa,29.0,Zagueiro,45+1,BRA007
4646,4,Amarelo,Neto Coruja,,Meio-campo,45,BRA045
4647,5,Amarelo,Willian José de Souza,5.0,Meio-campo,81,BRA024
4647,5,Amarelo,Esquerdinha,,Meio-campo,89,BRA024
4647,5,Amarelo,Alex Alves Cardoso,15.0,Zagueiro,78,BRA024
4648,5,Amarelo,Éverton Ribeiro,17.0,Meio-campo,90,BRA018
4648,5,Amarelo,Luccas Claro,3.0,Zagueiro,49,BRA016
4648,5,Amarelo,Dagoberto Pelentier,11.0,Atacante,73,BRA018
4651,5,Amarelo,Maicon,18.0,Meio-campo,21,BRA042
4651,5,Amarelo,Léo Moura,2.0,Zagueiro,19,BRA021
4649,5,Vermelho,Fred,9.0,Atacante,69,BRA022
4649,5,Amarelo,Alan Ruiz,11.0,Meio-campo,68,BRA025
4649,5,Amarelo,Elivélton,14.0,Zagueiro,81,BRA022
4649,5,Amarelo,Marcos Rogério Ricci Lopes,2.0,Zagueiro,68,BRA025
4649,5,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,41,BRA025
4649,5,Amarelo,Fred,9.0,Atacante,68,BRA022
4650,5,Amarelo,Cleber Reis,3.0,Zagueiro,80,BRA015
4650,5,Amarelo,Jadson,10.0,Meio-campo,43,BRA015
4650,5,Amarelo,Ricardo Bueno,,Atacante,79,BRA020
4650,5,Amarelo,Leandro Silva,2.0,Zagueiro,24,BRA020
4650,5,Amarelo,Romarinho,31.0,,59,BRA015
4650,5,Amarelo,Guilherme dos Santos Torres,19.0,Meio-campo,35,BRA015
4650,5,Amarelo,Éverton Santos,86.0,Atacante,71,BRA020
4652,5,Amarelo,Marcos Guilherme,22.0,Meio-campo,15,BRA003
4652,5,Amarelo,Bruno César Pereira da Silva,,Meio-campo,16,BRA014
4652,5,Amarelo,Marcelo Cirino da Silva,10.0,Atacante,78,BRA003
4652,5,Amarelo,Fabiano,2.0,Zagueiro,63,BRA014
4654,5,Amarelo,Carlos Eduardo Santos Oliveira,,Zagueiro,32,BRA017
4654,5,Amarelo,Rafael Moura,11.0,Atacante,54,BRA028
4654,5,Vermelho,Carlos Eduardo Santos Oliveira,,Zagueiro,43,BRA017
4654,5,Amarelo,Rodrigo Souza,,Meio-campo,90+3,BRA017
4654,5,Amarelo,Juan Silveira dos Santos,4.0,Zagueiro,80,BRA028
4654,5,Amarelo,Willians Domingos Fernandes,8.0,Meio-campo,36,BRA028
4655,5,Amarelo,Thiago Ribeiro,26.0,Atacante,83,BRA040
4655,5,Amarelo,David Braz,14.0,Zagueiro,27,BRA040
4655,5,Amarelo,Victor,1.0,Goleiro,71,BRA005
4655,5,Amarelo,Hélio Hermito Zampier Neto,,Zagueiro,40,BRA040
4655,5,Amarelo,Leonardo Silva,3.0,Zagueiro,88,BRA005
4655,5,Amarelo,Emerson da Conceição,19.0,Zagueiro,69,BRA005
4658,6,Amarelo,Elano,,Meio-campo,53,BRA021
4658,6,Amarelo,Cristian Chagas Tarouco,3.0,Zagueiro,11,BRA007
4658,6,Amarelo,Éverton Cardoso da Silva,22.0,Meio-campo,69,BRA021
4658,6,Amarelo,Alecsandro,9.0,Atacante,22,BRA021
4657,6,Amarelo,Andrés Fernandes Gonçalves,5.0,Meio-campo,90+3,BRA016
4657,6,Amarelo,Alexsandro de Souza,10.0,Meio-campo,24,BRA016
4657,6,Amarelo,Dida,1.0,Goleiro,75,BRA028
4657,6,Amarelo,Marcos Antônio de Lima,3.0,Zagueiro,56,BRA028
4657,6,Amarelo,Wellington Aparecido Martins,41.0,Meio-campo,25,BRA028
4657,6,Amarelo,Roni,,Meio-campo,45+1,BRA016
4657,6,Amarelo,Wellington Paulista,9.0,Atacante,90+3,BRA028
4657,6,Amarelo,Otávio,33.0,Meio-campo,70,BRA028
4657,6,Amarelo,Valdívia,29.0,,54,BRA028
4660,6,Amarelo,João Vitor Lima Gomes,,Meio-campo,86,BRA017
4662,6,Amarelo,Darío Conca,11.0,Meio-campo,55,BRA022
4662,6,Amarelo,Alexandre Pato,,Atacante,70,BRA042
4662,6,Amarelo,Luís Fabiano,9.0,Atacante,45,BRA042
4662,6,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,83,BRA042
4662,6,Amarelo,Paulo Miranda,13.0,Zagueiro,55,BRA042
4663,6,Amarelo,Hernán Barcos,9.0,Atacante,73,BRA025
4663,6,Amarelo,Carlos Alberto Gomes de Jesus,,Meio-campo,43,BRA009
4663,6,Amarelo,Alan Ruiz,11.0,Meio-campo,88,BRA025
4663,6,Amarelo,Emerson Sheik,,Atacante,71,BRA009
4663,6,Amarelo,Gabriel Girotto Franco,15.0,Meio-campo,40,BRA009
4661,6,Amarelo,Jadson,10.0,Meio-campo,75,BRA015
4661,6,Amarelo,Cleberson Martins de Souza,4.0,Zagueiro,73,BRA003
4661,6,Amarelo,Marcos Guilherme,22.0,Meio-campo,25,BRA003
4661,6,Amarelo,Otávio Henrique Santos,7.0,Meio-campo,90+2,BRA003
4661,6,Amarelo,Sueliton Pereira,2.0,Zagueiro,49,BRA003
4661,6,Amarelo,Natanael Batista Pimenta,6.0,Zagueiro,21,BRA003
4665,6,Amarelo,Thiago Henrique Mendes Ribeiro,23.0,Zagueiro,38,BRA024
4665,6,Amarelo,Gabriel Barbosa,10.0,Atacante,45+1,BRA040
4665,6,Amarelo,David França Oliveira e Silva,8.0,Meio-campo,77,BRA024
4665,6,Amarelo,Esquerdinha,,Atacante,37,BRA024
4665,6,Amarelo,David Braz,14.0,Zagueiro,12,BRA040
4664,6,Amarelo,William Matheus,16.0,Zagueiro,83,BRA033
4664,6,Amarelo,Marcos Roberto da Silva Barbosa,3.0,Zagueiro,62,BRA020
4664,6,Amarelo,Luan José Niedzielski,21.0,Meio-campo,52,BRA020
4664,6,Amarelo,Wendel Santana Pereira Santos,13.0,Zagueiro,11,BRA033
4664,6,Amarelo,Thiago Heleno,4.0,Zagueiro,58,BRA020
4666,6,Amarelo,Rafael Berger,,Zagueiro,45+2,BRA045
4666,6,Amarelo,Lucas Pierre Santos Oliveira,5.0,Meio-campo,45+1,BRA005
4666,6,Amarelo,Ayrton Ganino,,Zagueiro,35,BRA045
4666,6,Amarelo,Marion Silva Fernandes,22.0,Atacante,30,BRA005
4667,7,Amarelo,Wellington Clayton Gonçalves dos Santos,,Meio-campo,78,BRA007
4668,7,Amarelo,Douglas Pereira dos Santos,23.0,Zagueiro,62,BRA042
4668,7,Amarelo,Josef de Souza Dias,8.0,Meio-campo,28,BRA042
4668,7,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,27,BRA025
4668,7,Amarelo,Maicon,18.0,Meio-campo,72,BRA042
4668,7,Amarelo,Paulo Henrique Ganso,10.0,Meio-campo,31,BRA042
4668,7,Amarelo,Breno,,Zagueiro,60,BRA025
4671,7,Vermelho,Durval,4.0,Zagueiro,53,BRA043
4671,7,Amarelo,Durval,4.0,Zagueiro,37,BRA043
4671,7,Amarelo,Bruno Henrique Corsini,25.0,Meio-campo,45+3,BRA015
4671,7,Vermelho,Neto Baiano,9.0,Atacante,71,BRA043
4671,7,Amarelo,Patric Cabral Lalau,12.0,Zagueiro,71,BRA043
4671,7,Amarelo,Rodrigo Mancha,5.0,Meio-campo,34,BRA043
4672,7,Amarelo,Otávio Henrique Santos,7.0,Meio-campo,39,BRA003
4672,7,Amarelo,Carlos Emiliano Pereira,30.0,Zagueiro,90,BRA016
4672,7,Amarelo,Keirrison,99.0,,66,BRA016
4672,7,Amarelo,Júlio César da Silva e Souza,11.0,Atacante,20,BRA016
4672,7,Amarelo,Weverton Pereira da Silva,12.0,Goleiro,44,BRA003
4672,7,Amarelo,Cleberson Martins de Souza,4.0,Zagueiro,12,BRA003
4672,7,Amarelo,Hermenegildo da Costa Paulo Bartolomeu,45.0,,67,BRA016
4672,7,Amarelo,Welinton,4.0,Zagueiro,58,BRA016
4670,7,Amarelo,Marcos Roberto da Silva Barbosa,3.0,Zagueiro,88,BRA020
4670,7,Amarelo,Thiago Henrique Mendes Ribeiro,23.0,Zagueiro,72,BRA024
4670,7,Amarelo,Alex Alves Cardoso,15.0,Zagueiro,89,BRA024
4669,7,Vermelho,Geuvânio,11.0,Atacante,76,BRA040
4669,7,Amarelo,Jubal Rocha Mendes Júnior,36.0,Zagueiro,3,BRA040
4669,7,Amarelo,Luiz Antônio de Souza Soares,15.0,Meio-campo,44,BRA021
4669,7,Amarelo,David Braz,14.0,Zagueiro,90,BRA040
4669,7,Amarelo,Maurício Azevedo Alves,40.0,Meio-campo,80,BRA021
4669,7,Amarelo,Samir,4.0,Zagueiro,24,BRA021
4673,7,Amarelo,Ricardo Goulart,28.0,Meio-campo,90,BRA018
4673,7,Amarelo,Wellington Aparecido Martins,41.0,Meio-campo,68,BRA028
4673,7,Amarelo,Dagoberto Pelentier,11.0,Atacante,35,BRA018
4674,7,Amarelo,Gabriel Girotto Franco,15.0,,90+2,BRA009
4674,7,Amarelo,Mario Bolatti,23.0,Meio-campo,57,BRA009
4674,7,Amarelo,Wilson Rodrigues de Moura Júnior,,Goleiro,81,BRA045
4674,7,Amarelo,Joseilson Batista dos Santos,,Meio-campo,55,BRA045
4674,7,Amarelo,Júnior César,,Zagueiro,69,BRA009
4674,7,Amarelo,Emerson Sheik,,Atacante,30,BRA009
4674,7,Amarelo,Danilo Tarracha,,Zagueiro,77,BRA045
4674,7,Amarelo,Neto Coruja,,Meio-campo,30,BRA045
4675,7,Amarelo,Neném,10.0,Meio-campo,45+1,BRA014
4675,7,Amarelo,Lucimar da Silva Ferreira,3.0,Zagueiro,60,BRA033
4675,7,Amarelo,Fabiano,2.0,Zagueiro,33,BRA014
4675,7,Amarelo,Wesley Lopes Beltrame,11.0,Meio-campo,29,BRA033
4676,7,Amarelo,Leandro Donizete,8.0,Meio-campo,56,BRA005
4676,7,Amarelo,Bruno Cortês,,Zagueiro,59,BRA017
4676,7,Amarelo,Alex da Silva,,Zagueiro,44,BRA005
4676,7,Amarelo,João Vitor Lima Gomes,,Meio-campo,43,BRA017
4679,8,Amarelo,Renê Rodrigues Martins,6.0,Zagueiro,66,BRA043
4679,8,Amarelo,Marcos Rogério Ricci Lopes,2.0,Zagueiro,28,BRA025
4679,8,Amarelo,Eduardo Pereira Rodrigues,7.0,Meio-campo,58,BRA025
4677,8,Amarelo,Carlos Eduardo Santos Oliveira,,Zagueiro,78,BRA017
4677,8,Amarelo,Bruno Lopes,,Atacante,63,BRA017
4677,8,Amarelo,Silvinho,,Atacante,25,BRA017
4677,8,Amarelo,Júlio César da Silva e Souza,11.0,,84,BRA016
4677,8,Amarelo,Dener Assunção Braz,6.0,Zagueiro,35,BRA016
4677,8,Amarelo,Paulo Baier,,Meio-campo,73,BRA017
4677,8,Amarelo,Sérgio Antônio Borges Júnior,,Meio-campo,37,BRA017
4677,8,Amarelo,Norberto Pereira Marinho Neto,40.0,,89,BRA016
4677,8,Amarelo,Luis Francisco Grando,25.0,Meio-campo,59,BRA016
4677,8,Amarelo,Jajá Coelho,50.0,Meio-campo,27,BRA016
4678,8,Amarelo,Wesley Lopes Beltrame,11.0,Meio-campo,54,BRA033
4678,8,Amarelo,Emerson Sheik,,Atacante,16,BRA009
4678,8,Vermelho,Wesley Lopes Beltrame,11.0,Meio-campo,71,BRA033
4678,8,Amarelo,Rodrigo Souto,17.0,,86,BRA009
4678,8,Amarelo,Mario Bolatti,23.0,Meio-campo,9,BRA009
4680,8,Amarelo,Andrés D'Alessandro,10.0,Meio-campo,23,BRA028
4680,8,Amarelo,André Luiz Paulino de Souza Motta,4.0,Zagueiro,79,BRA014
4680,8,Amarelo,Neuton,13.0,Zagueiro,52,BRA014
4680,8,Amarelo,Dida,1.0,Goleiro,90,BRA028
4680,8,Amarelo,Diones,16.0,Meio-campo,81,BRA014
4680,8,Amarelo,Wanderson,5.0,Meio-campo,77,BRA014
4682,8,Amarelo,Petros,40.0,Meio-campo,75,BRA015
4682,8,Amarelo,Cleber Reis,3.0,Zagueiro,84,BRA015
4684,8,Vermelho,Michael Vinicius Silva de Morais,,,81,BRA022
4684,8,Amarelo,Edcarlos,15.0,Zagueiro,87,BRA005
4684,8,Amarelo,Jesús Dátolo,10.0,Meio-campo,75,BRA005
4684,8,Amarelo,Emerson da Conceição,19.0,Zagueiro,70,BRA005
4684,8,Amarelo,Lucas Pierre Santos Oliveira,5.0,Meio-campo,36,BRA005
4684,8,Amarelo,Carlos Andrade Souza,6.0,Zagueiro,44,BRA022
4684,8,Amarelo,Gum,3.0,Zagueiro,4,BRA022
4684,8,Amarelo,Alex da Silva,,Zagueiro,81,BRA005
4684,8,Amarelo,Leandro Donizete,8.0,Meio-campo,71,BRA005
4684,8,Amarelo,Leonardo Silva,3.0,Zagueiro,41,BRA005
4684,8,Amarelo,Kenedy,30.0,,70,BRA022
4684,8,Amarelo,Francisco Souza dos Santos,13.0,Meio-campo,36,BRA022
4683,8,Amarelo,Léo Pereira,4.0,Zagueiro,24,BRA003
4683,8,Amarelo,Deivid Willian da Silva,5.0,Meio-campo,65,BRA003
4683,8,Amarelo,Osvaldo Filho,17.0,Atacante,78,BRA042
