season,model,n_matches,log_loss,brier_score,rps,accuracy
2018,home_advantage,380,1.0122760892757456,0.6062973227821743,0.19983813726736668,0.531578947368421
2018,elo,380,1.0118425991205957,0.6056824449935458,0.19953069837305257,0.5026315789473684
2018,poisson_dixon_coles,380,0.9997924713436552,0.5970996804645119,0.19537012783042082,0.5210526315789473
2018,poisson_dixon_coles_mle,380,0.9983894145619282,0.595958609070953,0.19486649605871295,0.5236842105263158
2018,logistic_regression,380,0.983045176641754,0.5853946482298766,0.19010476791880132,0.5394736842105263
2018,random_forest,380,0.9906446112557029,0.5902354869863549,0.19187198531025407,0.5263157894736842
2018,gradient_boosting,380,1.0164560787282644,0.607452575049335,0.20013616400815556,0.5078947368421053
2019,home_advantage,380,1.052191278486053,0.6337858541536461,0.22119683101240104,0.4842105263157895
2019,elo,380,0.9938856384532359,0.5943596459412984,0.20148372690622715,0.5368421052631579
2019,poisson_dixon_coles,380,1.0040606204006501,0.5999768037912937,0.20520365839280466,0.5105263157894737
2019,poisson_dixon_coles_mle,380,1.002869826551131,0.5991392450162395,0.2047444385880763,0.5052631578947369
2019,logistic_regression,380,0.9913862645670543,0.5925854253877592,0.20052588696605964,0.5210526315789473
2019,random_forest,380,0.9927815405862275,0.5917956373769135,0.20122602027992145,0.5131578947368421
2019,gradient_boosting,380,1.0166088467621657,0.6101408589194228,0.20692187425851777,0.49736842105263157
2020,home_advantage,380,1.0756139032144298,0.6509278973940563,0.223463531281502,0.45
2020,elo,380,1.0456932208751413,0.629926801927728,0.21296298354833793,0.46842105263157896
2020,poisson_dixon_coles,380,1.0460481598522535,0.631136237668089,0.21314140537402107,0.4631578947368421
2020,poisson_dixon_coles_mle,380,1.0479487593163974,0.6326637234112777,0.21378803318652323,0.45526315789473687
2020,logistic_regression,380,1.058633981285054,0.6412409963367501,0.21770704046809894,0.4710526315789474
2020,random_forest,380,1.0540907869829443,0.6373435248656779,0.21595249040771067,0.47368421052631576
2020,gradient_boosting,380,1.0894482640712888,0.6604444120182913,0.22417559602919837,0.4473684210526316
2021,home_advantage,380,1.06748529006156,0.6454773364954691,0.21763109805553918,0.45789473684210524
2021,elo,380,1.045840658936005,0.6305728595503031,0.21017885958295607,0.4605263157894737
2021,poisson_dixon_coles,380,1.0561463713521138,0.6376768229784097,0.2141917394271153,0.4473684210526316
2021,poisson_dixon_coles_mle,380,1.0537067880233266,0.6363628876060581,0.21350204265146955,0.45263157894736844
2021,logistic_regression,380,1.036894735370729,0.6254209880173699,0.20806489464932734,0.48157894736842105
2021,random_forest,380,1.0362008675161616,0.6243497089908332,0.20868382103838584,0.4605263157894737
2021,gradient_boosting,380,1.0715010771036242,0.6450279026289353,0.21274424539248474,0.44473684210526315
2022,home_advantage,380,1.0804721466229128,0.6542904734482979,0.22521208107912613,0.4421052631578947
2022,elo,380,1.0422801252576257,0.6252985914294034,0.21071614006967887,0.46842105263157896
2022,poisson_dixon_coles,380,1.0374962034735875,0.6226615611408802,0.21045912293551636,0.4763157894736842
2022,poisson_dixon_coles_mle,380,1.0406193032856976,0.6248912126653107,0.21148529346068431,0.4763157894736842
2022,logistic_regression,380,1.0370725700061105,0.6222651539855305,0.21051502846669762,0.4631578947368421
2022,random_forest,380,1.0385773198739667,0.623642840972379,0.21080619478264626,0.45263157894736844
2022,gradient_boosting,380,1.0597176891872258,0.6353754153000011,0.2137207100689008,0.45
2023,home_advantage,380,1.0630924665808805,0.6414654246470107,0.22501887802453696,0.46842105263157896
2023,elo,380,1.0496207520955405,0.6321045941785164,0.22033846279028982,0.4342105263157895
2023,poisson_dixon_coles,380,1.0290309675848035,0.6168755981749243,0.21327441966786273,0.4921052631578947
2023,poisson_dixon_coles_mle,380,1.0294146938351578,0.617190415678752,0.21342128692211496,0.5
2023,logistic_regression,380,1.0390688599185096,0.6237058447252424,0.21634559949967516,0.4789473684210526
2023,random_forest,380,1.044397068075562,0.6272077370844551,0.21717597173657685,0.4605263157894737
2023,gradient_boosting,380,1.054793609868287,0.6343072114385457,0.21930778377924204,0.45789473684210524
2024,home_advantage,380,1.0580917403537955,0.6381390142150623,0.22149541300090206,0.47368421052631576
2024,elo,380,1.036502921431289,0.6222184340391131,0.21353512291292753,0.4631578947368421
2024,poisson_dixon_coles,380,1.0375315688409565,0.6227825685025712,0.2144656675526233,0.47368421052631576
2024,poisson_dixon_coles_mle,380,1.036933018839651,0.6224918237518984,0.21425701969729666,0.4842105263157895
2024,logistic_regression,380,1.025852667138423,0.6145841945305016,0.2097448331467602,0.49473684210526314
2024,random_forest,380,1.030310877668464,0.618410749124059,0.2120660060684394,0.4921052631578947
2024,gradient_boosting,380,1.0324677886858553,0.6196123947310739,0.2129477235619736,0.4842105263157895
2025,home_advantage,380,1.0374021499654462,0.6234560646924074,0.21539510582845675,0.5026315789473684
2025,elo,380,1.0170849298095959,0.610162399597422,0.20874827328096413,0.5052631578947369
2025,poisson_dixon_coles,380,1.0026575140929388,0.5998131415145963,0.20374960377883553,0.531578947368421
2025,poisson_dixon_coles_mle,380,1.007797218435206,0.6033104191521744,0.2054923030326559,0.5289473684210526
2025,logistic_regression,380,1.003087237019848,0.600116230851786,0.20302024276181385,0.5131578947368421
2025,random_forest,380,1.0026962117330342,0.5995210171729596,0.20258901319426764,0.5157894736842106
2025,gradient_boosting,380,1.0057531077267734,0.6032740223724762,0.2036058799162631,0.4842105263157895
2026,home_advantage,265,1.0632507028599918,0.6421222372255256,0.2194215777018285,0.4641509433962264
2026,elo,265,1.0359989231762399,0.6248689842198083,0.21079495119896988,0.4641509433962264
2026,poisson_dixon_coles,265,1.040557753530262,0.6269041386655096,0.21117563524846203,0.4867924528301887
2026,poisson_dixon_coles_mle,265,1.037763007650899,0.6249621511120781,0.2102268349419217,0.4867924528301887
2026,logistic_regression,265,1.0227492589795806,0.6159997700921812,0.20657013703815943,0.4981132075471698
2026,random_forest,265,1.032411339984182,0.620994873504093,0.2085629878635223,0.4867924528301887
